id,epoch,dir,entry,exit,pnl,hold,reason,votes,ns,confDir
323,1787674860,SHORT,99.4328,99.49084,-0.0584,1,SL,207,-3.995,HOLD
324,1787675160,LONG,99.6256,99.73828,0.1131,3,TP,186,11.237,HOLD
325,1787675460,LONG,99.6906,99.6413,-0.0495,1,SL,181,9.432,HOLD
326,1787675760,SHORT,99.5785,99.4737,0.1052,4,TP,190,-15.124,HOLD
327,1787676060,SHORT,99.4196,99.47571,-0.0564,1,SL,185,-18.601,HOLD
328,1787676360,SHORT,99.4211,99.47609,-0.0553,1,SL,192,-3.939,HOLD
329,1787676660,LONG,99.4624,99.40477,-0.0579,1,SL,213,9.038,HOLD
330,1787676960,SHORT,99.2868,99.15582,0.1319,2,TP,219,-15.113,HOLD
331,1787677260,SHORT,99.2824,99.33571,-0.0537,4,SL,210,-15.519,HOLD
332,1787677560,SHORT,99.2785,99.16744,0.1119,2,TP,207,-20.961,HOLD
333,1787677860,SHORT,99.2844,99.34331,-0.0593,3,SL,184,-4.729,HOLD
334,1787678160,LONG,99.3841,99.32667,-0.0578,5,SL,183,14.744,HOLD
335,1787678460,SHORT,99.3715,99.4246,-0.0534,1,SL,196,-6.737,HOLD
336,1787678760,LONG,99.5546,99.50024,-0.0546,1,SL,196,4.785,HOLD
337,1787679060,SHORT,99.2836,99.2836,0,0,HORIZON,194,-26.468,HOLD
338,1787679360,SHORT,99.1769,99.23519,-0.0588,2,SL,197,-24.805,HOLD
339,1787679660,SHORT,99.141,99.20191,-0.0614,1,SL,204,-29.449,HOLD
340,1787679960,SHORT,99.0131,98.87936,0.1351,3,TP,203,-12.465,HOLD
341,1787680260,SHORT,98.7227,98.7227,0,0,HORIZON,220,-26.339,HOLD
342,1787680560,SHORT,98.7522,98.7522,0,0,HORIZON,216,-8.999,HOLD
343,1787680860,SHORT,98.7568,98.81391,-0.0578,1,SL,185,-3.13,HOLD
344,1787681160,LONG,98.9626,99.08652,0.1252,2,TP,186,16.927,HOLD
345,1787681460,LONG,99.2793,99.2793,0,0,HORIZON,188,24.154,HOLD
346,1787681760,LONG,99.2438,99.18764,-0.0566,1,SL,186,11.457,HOLD
347,1787682060,LONG,99.1702,99.288,0.1188,3,TP,188,3.766,HOLD
348,1787682360,LONG,99.2255,99.17493,-0.051,2,SL,181,5.255,HOLD
349,1787682660,SHORT,99.1092,99.16597,-0.0573,1,SL,200,-21.17,HOLD
350,1787682960,SHORT,99.1021,98.9649,0.1384,3,TP,183,-11.468,HOLD
351,1787683260,SHORT,98.9541,99.0182,-0.0648,1,SL,185,-18.026,HOLD
352,1787683560,SHORT,98.9754,98.84182,0.135,1,TP,185,-8.705,HOLD
353,1787683860,LONG,99.1911,99.12552,-0.0661,4,SL,217,41.708,HOLD
354,1787684160,LONG,99.0682,99.1903,0.1232,1,TP,212,10.195,HOLD
355,1787684460,LONG,99.2677,99.20628,-0.0619,1,SL,191,11.463,HOLD
356,1787684760,SHORT,99.0839,99.14191,-0.0585,5,SL,209,-30.914,HOLD
357,1787685060,LONG,99.1987,99.14168,-0.0575,2,SL,222,12.707,HOLD
358,1787685360,LONG,99.1143,99.1143,0,0,HORIZON,206,8.971,HOLD
359,1787685660,LONG,99.2246,99.16926,-0.0558,3,SL,194,0.059,HOLD
360,1787685960,SHORT,99.2392,99.29537,-0.0566,2,SL,213,-9.648,SELL
361,1787686260,SHORT,99.4763,99.36451,0.1124,2,TP,212,-1.39,HOLD
362,1787686560,SHORT,99.2925,99.2925,0,0,HORIZON,184,-0.314,HOLD
363,1787686860,SHORT,99.206,99.24986,-0.0442,1,SL,192,-16.485,SELL
364,1787687160,LONG,99.3005,99.42493,0.1253,2,TP,181,6.905,BUY
365,1787687460,LONG,99.3188,99.26179,-0.0574,1,SL,192,6.376,BUY
366,1787687760,SHORT,99.1931,99.07665,0.1174,2,TP,202,-19.698,SELL
367,1787688060,SHORT,99.2281,99.2799,-0.0522,4,SL,203,-3.445,HOLD
368,1787688360,LONG,99.439,99.56114,0.1228,2,TP,192,26.147,BUY
369,1787688660,LONG,99.6442,99.76984,0.1261,2,TP,191,21.595,HOLD
370,1787688960,LONG,99.6396,99.57536,-0.0645,2,SL,207,25.531,HOLD
371,1787689260,LONG,99.7804,99.93128,0.1512,4,TP,192,24.833,HOLD
372,1787689560,LONG,99.9253,100.06827,0.1431,1,TP,199,17.545,HOLD
373,1787689860,LONG,100.14,100.07339,-0.0665,5,SL,197,17.144,HOLD
374,1787690160,SHORT,100.0058,99.87059,0.1352,1,TP,195,-0.013,HOLD
375,1787690460,SHORT,99.8628,99.8628,0,0,HORIZON,191,-18.21,HOLD
376,1787690760,LONG,99.8508,99.79591,-0.055,3,SL,202,0.251,HOLD
377,1787691060,SHORT,99.7341,99.79266,-0.0587,1,SL,200,-0.106,HOLD
378,1787691360,LONG,99.7409,99.85658,0.116,2,TP,197,7.422,HOLD
379,1787691660,LONG,100.0572,100.18497,0.1277,2,TP,186,21.506,HOLD
380,1787691960,LONG,100.377,100.51445,0.1369,2,TP,187,28.068,HOLD
381,1787692260,LONG,100.5708,100.5149,-0.0556,1,SL,188,25.761,HOLD
382,1787692560,SHORT,100.3804,100.4347,-0.0541,2,SL,197,-2.382,HOLD
383,1787692860,LONG,100.4904,100.43981,-0.0503,3,SL,193,7.611,HOLD
384,1787693160,SHORT,100.4055,100.28383,0.1212,2,TP,183,-2.072,HOLD
385,1787693460,SHORT,100.1587,100.02533,0.1332,3,TP,188,-16.19,HOLD
386,1787693760,SHORT,99.8711,99.94775,-0.0767,2,SL,188,-20.979,HOLD
387,1787694060,SHORT,99.8604,99.71525,0.1454,4,TP,186,-18.638,HOLD
388,1787694360,SHORT,99.7214,99.57555,0.1463,4,TP,197,-9.224,SELL
389,1787694660,SHORT,99.5023,99.5023,0,0,HORIZON,208,-5.471,HOLD
390,1787694960,SHORT,99.4202,99.47316,-0.0533,1,SL,194,-7.595,SELL
391,1787695260,SHORT,99.4416,99.32099,0.1213,4,TP,193,-0.699,HOLD
392,1787695560,SHORT,99.2962,99.34983,-0.054,2,SL,204,-2.957,HOLD
393,1787695860,LONG,99.4112,99.4112,0,0,HORIZON,206,19.871,BUY
394,1787696160,LONG,99.447,99.54838,0.1019,1,TP,206,23.843,BUY
395,1787696460,LONG,99.5732,99.52175,-0.0517,2,SL,193,6.056,BUY
396,1787696760,SHORT,99.5235,99.39999,0.1241,2,TP,202,-11.286,SELL
397,1787697060,SHORT,99.1768,99.23386,-0.0575,1,SL,207,-32.537,HOLD
398,1787697360,SHORT,99.2397,99.29896,-0.0597,2,SL,213,-19.008,HOLD
399,1787697660,SHORT,99.462,99.3416,0.121,5,TP,212,-1.504,HOLD
400,1787697960,LONG,99.3956,99.34498,-0.0509,1,SL,178,5.087,BUY
401,1787698260,SHORT,99.2167,99.27398,-0.0577,1,SL,188,-14.826,HOLD
402,1787698560,LONG,99.1993,99.14381,-0.0559,4,SL,214,13.131,HOLD
403,1787698860,LONG,99.1851,99.13601,-0.0495,1,SL,215,14.429,HOLD
404,1787699160,LONG,99.0254,98.97614,-0.0497,1,SL,211,9.847,HOLD
405,1787699460,LONG,99.1135,99.05847,-0.0555,1,SL,198,5.66,HOLD
406,1787699760,SHORT,98.9093,98.78709,0.1236,3,TP,208,-7.164,HOLD
407,1787700060,SHORT,98.7008,98.5914,0.1108,2,TP,207,-8.822,HOLD
408,1787700360,SHORT,98.5824,98.63921,-0.0576,1,SL,197,-9.974,HOLD
409,1787700660,SHORT,98.6166,98.48627,0.1322,2,TP,190,-3.639,HOLD
410,1787700960,SHORT,98.4801,98.54138,-0.0622,1,SL,202,-3.731,HOLD
411,1787701260,LONG,98.5797,98.69753,0.1195,1,TP,218,32.805,HOLD
412,1787701560,LONG,98.7979,98.91463,0.1181,2,TP,183,13.296,HOLD
413,1787701860,LONG,98.9337,98.8859,-0.0483,1,SL,181,17.789,HOLD
414,1787702160,LONG,98.8222,98.93513,0.1143,2,TP,183,2.723,HOLD
415,1787702460,LONG,99.0129,98.95185,-0.0617,3,SL,187,19.025,HOLD
416,1787702760,SHORT,98.8355,98.70411,0.1329,1,TP,191,-14.233,HOLD
417,1787703060,SHORT,98.7443,98.62353,0.1223,2,TP,205,-9.558,HOLD
418,1787703360,SHORT,98.327,98.19637,0.1329,1,TP,221,-26.381,HOLD
419,1787703660,SHORT,98.4046,98.46882,-0.0653,1,SL,212,-16.874,HOLD
420,1787703960,SHORT,98.5061,98.56732,-0.0621,1,SL,200,-14.164,HOLD
421,1787704260,LONG,98.577,98.577,0,0,HORIZON,183,4.836,HOLD
422,1787704560,SHORT,98.5232,98.57358,-0.0511,2,SL,184,-1.206,HOLD
423,1787704860,LONG,98.6783,98.77503,0.098,1,TP,186,17.326,HOLD
424,1787705160,LONG,98.7035,98.64425,-0.06,3,SL,185,11.275,HOLD
425,1787705460,SHORT,98.6075,98.6605,-0.0538,1,SL,199,-21.662,HOLD
426,1787705760,SHORT,98.5471,98.59826,-0.0519,1,SL,184,-15.282,HOLD
427,1787706060,SHORT,98.4162,98.47089,-0.0556,1,SL,184,-17.63,HOLD
428,1787706360,SHORT,98.4216,98.47579,-0.0551,1,SL,191,-5.049,HOLD
429,1787706660,SHORT,98.1242,98.1912,-0.0683,2,SL,200,-17.776,HOLD
430,1787706960,SHORT,98.3077,98.16877,0.1413,4,TP,195,-2.871,HOLD
431,1787707260,SHORT,98.131,98.19453,-0.0647,1,SL,194,-16.143,HOLD
432,1787707560,LONG,98.4932,98.43274,-0.0614,1,SL,186,16.675,HOLD
433,1787707860,SHORT,98.3342,98.39638,-0.0632,3,SL,186,-6.293,HOLD
434,1787708160,SHORT,98.3272,98.38132,-0.055,2,SL,191,-12.341,HOLD
435,1787708460,LONG,98.3859,98.33433,-0.0524,1,SL,181,17.452,HOLD
436,1787708760,LONG,98.3277,98.3277,0,0,HORIZON,196,14.076,HOLD
437,1787709060,LONG,98.3548,98.30138,-0.0543,2,SL,190,1.756,HOLD
438,1787709360,LONG,98.351,98.30236,-0.0495,1,SL,179,0.463,HOLD
439,1787709660,LONG,98.4577,98.56442,0.1084,2,TP,198,23.786,HOLD
440,1787709960,LONG,98.3842,98.5036,0.1214,2,TP,202,4.677,HOLD
441,1787710260,SHORT,98.3525,98.40524,-0.0536,3,SL,184,-9.215,HOLD
442,1787710560,LONG,98.5172,98.46084,-0.0572,1,SL,201,33.256,BUY
443,1787710860,SHORT,98.3185,98.38078,-0.0633,2,SL,209,-4.849,HOLD
444,1787711160,SHORT,98.3042,98.36332,-0.0601,1,SL,187,-9.156,HOLD
445,1787711460,LONG,98.4337,98.4337,0,0,HORIZON,181,13.153,HOLD
446,1787711760,LONG,98.4596,98.41121,-0.0491,4,SL,180,10.278,HOLD
447,1787712060,SHORT,98.4647,98.51465,-0.0507,1,SL,202,-8.528,SELL
448,1787712360,LONG,98.5544,98.49764,-0.0576,2,SL,207,27.754,BUY
449,1787712660,SHORT,98.4835,98.36399,0.1214,2,TP,218,-23.07,SELL
450,1787712960,SHORT,98.2905,98.34548,-0.0559,1,SL,196,-22.01,HOLD
451,1787713260,SHORT,98.2412,98.3046,-0.0645,2,SL,196,-6.734,HOLD
452,1787713560,LONG,98.3364,98.28053,-0.0568,2,SL,177,1.333,HOLD
453,1787713860,LONG,98.4415,98.5536,0.1139,3,TP,193,9.242,BUY
454,1787714160,LONG,98.4624,98.40402,-0.0593,3,SL,191,10.27,BUY
455,1787714460,LONG,98.4364,98.38435,-0.0529,1,SL,192,1.197,HOLD
456,1787714760,SHORT,98.2898,98.33641,-0.0474,1,SL,203,-31.028,HOLD
457,1787715060,SHORT,98.1735,98.06804,0.1074,2,TP,212,-35.534,HOLD
458,1787715360,SHORT,97.9057,97.95627,-0.0517,3,SL,218,-41.565,HOLD
459,1787715660,SHORT,97.9335,97.98004,-0.0475,2,SL,218,-11.279,HOLD
460,1787715960,LONG,98.1253,98.07468,-0.0516,2,SL,216,3.659,HOLD
461,1787716260,LONG,98.1338,98.27196,0.1408,5,TP,199,20.155,HOLD
462,1787716560,LONG,98.2512,98.2512,0,0,HORIZON,182,20.748,BUY
463,1787716860,LONG,98.2249,98.17505,-0.0508,1,SL,197,0.161,HOLD
464,1787717160,SHORT,97.9649,98.01541,-0.0516,1,SL,200,-25.74,HOLD
465,1787717460,SHORT,97.958,98.00879,-0.0518,3,SL,195,-22.757,HOLD
466,1787717760,LONG,97.9878,97.94321,-0.0455,1,SL,195,2.379,HOLD
467,1787718060,SHORT,97.7179,97.76982,-0.0531,1,SL,197,-8.379,HOLD
468,1787718360,LONG,97.8262,97.77272,-0.0547,5,SL,185,3.667,HOLD
469,1787718660,SHORT,97.8185,97.86859,-0.0512,1,SL,191,-4.672,HOLD
470,1787718960,LONG,98.0706,98.01903,-0.0526,5,SL,185,19.202,HOLD
471,1787719260,SHORT,97.9429,97.99695,-0.0552,3,SL,184,-5.529,HOLD
472,1787719560,SHORT,97.9463,97.99989,-0.0547,1,SL,185,-9.114,HOLD
473,1787719860,SHORT,97.9455,97.84742,0.1001,1,TP,179,-8.225,HOLD
474,1787720160,SHORT,97.832,97.88021,-0.0493,1,SL,184,-13.726,HOLD
475,1787720460,LONG,97.9754,98.08082,0.1076,2,TP,193,26.133,HOLD
476,1787720760,LONG,98.1901,98.32013,0.1324,4,TP,209,37.748,BUY
477,1787721060,LONG,98.2715,98.39172,0.1223,2,TP,197,8.716,BUY
478,1787721360,LONG,98.3795,98.32673,-0.0536,1,SL,200,6.349,BUY
479,1787721660,LONG,98.342,98.27505,-0.0681,4,SL,197,7.361,HOLD
480,1787721960,LONG,98.3217,98.2602,-0.0626,2,SL,199,19.703,BUY
481,1787722260,LONG,98.2924,98.23911,-0.0542,5,SL,179,2.087,HOLD
482,1787722560,SHORT,98.1833,98.23216,-0.0498,2,SL,186,-8.272,SELL
483,1787722860,SHORT,98.1642,98.05422,0.112,1,TP,213,-32.989,SELL
484,1787723160,SHORT,98.0948,97.97925,0.1178,3,TP,210,-28.857,SELL
485,1787723460,SHORT,97.8387,97.89352,-0.056,2,SL,191,-15.33,HOLD
486,1787723760,SHORT,97.9595,98.00979,-0.0513,1,SL,197,-0.199,HOLD
487,1787724060,LONG,98.2093,98.15561,-0.0547,1,SL,199,28.507,BUY
488,1787724360,SHORT,97.7994,97.66517,0.1372,4,TP,207,-28.748,HOLD
489,1787724660,SHORT,97.7423,97.62413,0.1209,2,TP,207,-17.419,HOLD
490,1787724960,SHORT,97.6287,97.6287,0,0,HORIZON,217,-30.265,HOLD
491,1787725260,LONG,97.6397,97.58881,-0.0521,5,SL,200,2.785,HOLD
492,1787725560,SHORT,97.4905,97.54344,-0.0543,1,SL,207,-5.293,HOLD
493,1787725860,LONG,97.6245,97.57258,-0.0532,1,SL,210,25.837,HOLD
494,1787726160,LONG,97.5126,97.45673,-0.0573,2,SL,208,2.821,HOLD
495,1787726460,SHORT,97.3226,97.37504,-0.0539,1,SL,210,-6.488,HOLD
496,1787726760,SHORT,97.3289,97.21547,0.1165,3,TP,205,-1.772,HOLD
497,1787727060,SHORT,97.2532,97.30643,-0.0547,1,SL,201,-2.728,HOLD
498,1787727360,SHORT,97.1921,97.07348,0.122,2,TP,198,-6.097,HOLD
499,1787727660,LONG,97.322,97.42813,0.1091,1,TP,221,33.163,HOLD
500,1787727960,LONG,97.5738,97.51931,-0.0558,2,SL,216,42.306,HOLD
